"subject"	"group"	"congruency"	"result"	"rt"
44	"control"	"congruent"	"correct"	0.884
44	"control"	"congruent"	"correct"	0.573
44	"control"	"incongruent"	"correct"	0.532
44	"control"	"incongruent"	"correct"	0.47
44	"control"	"congruent"	"correct"	0.572
44	"control"	"congruent"	"incorrect"	0.351
44	"control"	"incongruent"	"correct"	0.56
44	"control"	"congruent"	"correct"	0.747
44	"control"	"incongruent"	"correct"	0.782
44	"control"	"incongruent"	"correct"	0.925
44	"control"	"congruent"	"correct"	0.789
44	"control"	"congruent"	"correct"	0.859
44	"control"	"incongruent"	"correct"	0.847
44	"control"	"incongruent"	"correct"	0.695
44	"control"	"congruent"	"correct"	0.679
44	"control"	"incongruent"	"correct"	0.696
44	"control"	"congruent"	"correct"	0.62
44	"control"	"incongruent"	"correct"	0.844
44	"control"	"incongruent"	"correct"	0.53
44	"control"	"congruent"	"correct"	0.763
44	"control"	"congruent"	"correct"	0.592
44	"control"	"incongruent"	"correct"	0.609
44	"control"	"congruent"	"correct"	0.76
44	"control"	"incongruent"	"correct"	0.536
44	"control"	"congruent"	"correct"	0.842
44	"control"	"congruent"	"correct"	0.583
44	"control"	"congruent"	"correct"	0.588
44	"control"	"incongruent"	"correct"	0.591
44	"control"	"incongruent"	"correct"	0.616
44	"control"	"congruent"	"correct"	0.561
44	"control"	"congruent"	"correct"	0.636
44	"control"	"incongruent"	"correct"	0.525
44	"control"	"incongruent"	"correct"	0.357
44	"control"	"congruent"	"correct"	0.656
44	"control"	"incongruent"	"correct"	0.633
44	"control"	"congruent"	"correct"	0.498
44	"control"	"incongruent"	"correct"	0.821
44	"control"	"incongruent"	"correct"	0.992
44	"control"	"congruent"	"correct"	1.079
44	"control"	"congruent"	"correct"	0.603
44	"control"	"incongruent"	"correct"	0.622
44	"control"	"incongruent"	"correct"	1.108
44	"control"	"congruent"	"correct"	0.731
44	"control"	"congruent"	"correct"	0.723
44	"control"	"incongruent"	"correct"	1.258
44	"control"	"congruent"	"correct"	0.576
44	"control"	"incongruent"	"correct"	0.924
44	"control"	"incongruent"	"correct"	1.164
44	"control"	"congruent"	"correct"	0.905
44	"control"	"congruent"	"correct"	0.788
44	"control"	"incongruent"	"correct"	1.151
44	"control"	"congruent"	"correct"	0.664
44	"control"	"incongruent"	"correct"	0.855
44	"control"	"congruent"	"correct"	0.619
44	"control"	"incongruent"	"correct"	1.585
44	"control"	"congruent"	"correct"	0.617
44	"control"	"incongruent"	"correct"	1.309
44	"control"	"incongruent"	"correct"	0.766
44	"control"	"congruent"	"correct"	0.59
44	"control"	"congruent"	"correct"	0.672
44	"control"	"incongruent"	"correct"	1.092
44	"control"	"incongruent"	"correct"	0.645
44	"control"	"incongruent"	"correct"	0.679
44	"control"	"congruent"	"correct"	0.672
44	"control"	"congruent"	"correct"	0.498
44	"control"	"congruent"	"correct"	0.744
44	"control"	"incongruent"	"correct"	0.628
44	"control"	"congruent"	"correct"	0.702
44	"control"	"incongruent"	"correct"	0.671
44	"control"	"congruent"	"correct"	0.634
44	"control"	"congruent"	"correct"	0.764
44	"control"	"incongruent"	"correct"	0.755
44	"control"	"incongruent"	"correct"	0.492
44	"control"	"incongruent"	"correct"	1.472
44	"control"	"congruent"	"correct"	0.733
44	"control"	"congruent"	"correct"	0.767
44	"control"	"incongruent"	"correct"	0.683
44	"control"	"congruent"	"correct"	0.833
44	"control"	"incongruent"	"correct"	0.783
44	"control"	"congruent"	"correct"	0.72
44	"control"	"incongruent"	"incorrect"	0.667
44	"control"	"congruent"	"correct"	0.659
44	"control"	"incongruent"	"correct"	0.769
44	"control"	"incongruent"	"correct"	0.79
44	"control"	"congruent"	"correct"	0.736
44	"control"	"congruent"	"correct"	0.529
44	"control"	"incongruent"	"correct"	0.72
44	"control"	"congruent"	"correct"	0.829
44	"control"	"incongruent"	"correct"	1.149
11	"test"	"congruent"	"correct"	0.58
11	"test"	"congruent"	"correct"	0.397
11	"test"	"incongruent"	"correct"	0.539
11	"test"	"incongruent"	"incorrect"	0.432
11	"test"	"congruent"	"correct"	0.659
11	"test"	"congruent"	"correct"	0.662
11	"test"	"incongruent"	"correct"	0.638
11	"test"	"incongruent"	"correct"	0.552
11	"test"	"incongruent"	"correct"	0.921
11	"test"	"incongruent"	"correct"	0.601
11	"test"	"congruent"	"correct"	0.534
11	"test"	"congruent"	"correct"	0.56
11	"test"	"congruent"	"correct"	0.537
11	"test"	"incongruent"	"correct"	0.645
11	"test"	"congruent"	"correct"	0.624
11	"test"	"incongruent"	"correct"	0.611
11	"test"	"congruent"	"correct"	0.534
11	"test"	"congruent"	"correct"	0.583
11	"test"	"incongruent"	"correct"	0.609
11	"test"	"incongruent"	"correct"	0.582
11	"test"	"incongruent"	"correct"	0.628
11	"test"	"congruent"	"correct"	0.57
11	"test"	"incongruent"	"correct"	0.697
11	"test"	"congruent"	"correct"	0.69
11	"test"	"congruent"	"correct"	0.587
11	"test"	"incongruent"	"correct"	0.496
11	"test"	"congruent"	"correct"	0.629
11	"test"	"incongruent"	"correct"	0.669
11	"test"	"incongruent"	"correct"	0.687
11	"test"	"congruent"	"correct"	0.755
11	"test"	"incongruent"	"correct"	0.741
11	"test"	"congruent"	"correct"	0.548
11	"test"	"incongruent"	"correct"	0.62
11	"test"	"congruent"	"correct"	0.463
11	"test"	"congruent"	"correct"	0.492
11	"test"	"incongruent"	"correct"	0.514
11	"test"	"congruent"	"correct"	0.52
11	"test"	"incongruent"	"correct"	0.574
11	"test"	"incongruent"	"correct"	0.661
11	"test"	"congruent"	"correct"	0.603
11	"test"	"incongruent"	"correct"	0.606
11	"test"	"congruent"	"correct"	0.452
11	"test"	"incongruent"	"correct"	0.724
11	"test"	"congruent"	"correct"	0.503
11	"test"	"congruent"	"correct"	0.562
11	"test"	"congruent"	"correct"	0.621
11	"test"	"incongruent"	"correct"	0.621
11	"test"	"incongruent"	"correct"	0.698
11	"test"	"incongruent"	"correct"	0.71
11	"test"	"incongruent"	"correct"	0.454
11	"test"	"congruent"	"correct"	0.445
11	"test"	"congruent"	"correct"	0.658
11	"test"	"congruent"	"correct"	0.548
11	"test"	"incongruent"	"correct"	0.948
11	"test"	"congruent"	"correct"	0.692
11	"test"	"incongruent"	"correct"	0.796
11	"test"	"congruent"	"correct"	0.518
11	"test"	"incongruent"	"correct"	0.596
11	"test"	"congruent"	"correct"	0.567
11	"test"	"incongruent"	"correct"	0.542
11	"test"	"incongruent"	"correct"	0.628
11	"test"	"congruent"	"correct"	0.65
11	"test"	"incongruent"	"correct"	0.652
11	"test"	"congruent"	"correct"	0.664
11	"test"	"congruent"	"correct"	0.597
11	"test"	"incongruent"	"correct"	0.618
11	"test"	"incongruent"	"correct"	0.847
11	"test"	"congruent"	"correct"	0.658
11	"test"	"congruent"	"correct"	0.67
11	"test"	"incongruent"	"correct"	0.594
11	"test"	"incongruent"	"correct"	0.832
11	"test"	"congruent"	"correct"	0.569
11	"test"	"incongruent"	"correct"	0.624
11	"test"	"incongruent"	"correct"	0.493
11	"test"	"congruent"	"correct"	0.558
11	"test"	"congruent"	"correct"	0.43
11	"test"	"incongruent"	"correct"	0.579
11	"test"	"congruent"	"correct"	0.586
11	"test"	"congruent"	"correct"	0.517
11	"test"	"incongruent"	"correct"	0.549
11	"test"	"congruent"	"correct"	0.462
11	"test"	"incongruent"	"correct"	0.566
11	"test"	"incongruent"	"correct"	0.673
11	"test"	"congruent"	"correct"	0.684
11	"test"	"incongruent"	"correct"	0.593
11	"test"	"incongruent"	"correct"	0.676
11	"test"	"congruent"	"correct"	0.5
11	"test"	"congruent"	"correct"	0.471
11	"test"	"congruent"	"correct"	0.562
11	"test"	"incongruent"	"correct"	0.619
11	"test"	"congruent"	"correct"	0.607
11	"test"	"incongruent"	"correct"	0.591
11	"test"	"congruent"	"correct"	0.566
11	"test"	"congruent"	"correct"	0.707
11	"test"	"incongruent"	"incorrect"	0.613
11	"test"	"incongruent"	"correct"	0.659
19	"test"	"incongruent"	"correct"	0.846
19	"test"	"congruent"	"correct"	0.391
19	"test"	"incongruent"	"correct"	0.819
19	"test"	"congruent"	"correct"	0.581
19	"test"	"congruent"	"correct"	0.578
19	"test"	"incongruent"	"incorrect"	0.305
19	"test"	"congruent"	"correct"	0.645
19	"test"	"incongruent"	"correct"	0.935
19	"test"	"congruent"	"correct"	0.662
19	"test"	"incongruent"	"correct"	0.947
19	"test"	"incongruent"	"correct"	1.009
19	"test"	"congruent"	"correct"	0.663
19	"test"	"congruent"	"correct"	0.57
19	"test"	"incongruent"	"correct"	0.758
19	"test"	"congruent"	"correct"	0.574
19	"test"	"incongruent"	"correct"	0.947
19	"test"	"congruent"	"correct"	0.682
19	"test"	"incongruent"	"correct"	0.542
19	"test"	"congruent"	"correct"	0.512
19	"test"	"incongruent"	"correct"	0.57
19	"test"	"congruent"	"correct"	0.449
19	"test"	"incongruent"	"correct"	0.558
19	"test"	"congruent"	"correct"	0.456
19	"test"	"incongruent"	"correct"	0.575
19	"test"	"incongruent"	"correct"	0.688
19	"test"	"congruent"	"correct"	0.483
19	"test"	"incongruent"	"correct"	0.598
19	"test"	"congruent"	"correct"	0.474
19	"test"	"incongruent"	"correct"	0.654
19	"test"	"congruent"	"correct"	0.529
19	"test"	"incongruent"	"correct"	0.558
19	"test"	"congruent"	"correct"	0.534
19	"test"	"incongruent"	"correct"	0.647
19	"test"	"congruent"	"correct"	0.507
19	"test"	"congruent"	"correct"	0.492
19	"test"	"incongruent"	"correct"	0.583
19	"test"	"incongruent"	"correct"	0.594
19	"test"	"incongruent"	"correct"	0.572
19	"test"	"congruent"	"correct"	0.572
19	"test"	"congruent"	"correct"	0.591
19	"test"	"incongruent"	"correct"	0.637
19	"test"	"congruent"	"correct"	0.552
19	"test"	"congruent"	"correct"	0.489
19	"test"	"incongruent"	"correct"	0.61
19	"test"	"congruent"	"correct"	0.484
19	"test"	"congruent"	"correct"	0.496
19	"test"	"incongruent"	"correct"	0.665
19	"test"	"incongruent"	"correct"	0.707
19	"test"	"incongruent"	"correct"	0.713
19	"test"	"congruent"	"correct"	0.517
19	"test"	"incongruent"	"correct"	0.51
19	"test"	"congruent"	"correct"	0.463
19	"test"	"incongruent"	"correct"	0.591
19	"test"	"congruent"	"correct"	0.417
19	"test"	"incongruent"	"correct"	0.553
19	"test"	"congruent"	"correct"	0.514
19	"test"	"incongruent"	"correct"	0.686
19	"test"	"congruent"	"correct"	0.549
19	"test"	"congruent"	"correct"	0.487
19	"test"	"incongruent"	"correct"	0.646
19	"test"	"incongruent"	"correct"	0.579
19	"test"	"congruent"	"correct"	0.518
19	"test"	"congruent"	"correct"	0.526
19	"test"	"incongruent"	"correct"	0.676
19	"test"	"incongruent"	"correct"	0.586
19	"test"	"congruent"	"correct"	0.544
19	"test"	"incongruent"	"correct"	0.829
19	"test"	"congruent"	"correct"	0.496
19	"test"	"congruent"	"correct"	0.527
19	"test"	"incongruent"	"correct"	0.584
19	"test"	"incongruent"	"correct"	0.579
19	"test"	"congruent"	"correct"	0.621
19	"test"	"congruent"	"correct"	0.52
19	"test"	"congruent"	"correct"	0.403
19	"test"	"incongruent"	"correct"	0.546
19	"test"	"incongruent"	"correct"	0.551
19	"test"	"incongruent"	"correct"	0.645
19	"test"	"incongruent"	"correct"	0.732
19	"test"	"congruent"	"correct"	0.52
19	"test"	"congruent"	"correct"	0.48
19	"test"	"incongruent"	"correct"	0.715
19	"test"	"congruent"	"correct"	0.481
19	"test"	"congruent"	"correct"	0.497
19	"test"	"incongruent"	"correct"	0.556
19	"test"	"congruent"	"correct"	0.529
19	"test"	"incongruent"	"correct"	0.555
19	"test"	"congruent"	"correct"	0.526
19	"test"	"incongruent"	"correct"	0.497
19	"test"	"congruent"	"correct"	0.443
19	"test"	"congruent"	"correct"	0.452
19	"test"	"incongruent"	"correct"	0.677
19	"test"	"incongruent"	"correct"	0.563
19	"test"	"incongruent"	"correct"	0.557
19	"test"	"congruent"	"correct"	0.531
19	"test"	"congruent"	"correct"	0.515
19	"test"	"incongruent"	"correct"	0.677
41	"control"	"congruent"	"correct"	0.771
41	"control"	"congruent"	"correct"	0.637
41	"control"	"incongruent"	"correct"	0.72
41	"control"	"incongruent"	"correct"	1.045
41	"control"	"congruent"	"correct"	0.537
41	"control"	"congruent"	"correct"	0.526
41	"control"	"incongruent"	"correct"	0.703
41	"control"	"incongruent"	"correct"	0.552
41	"control"	"congruent"	"correct"	0.435
41	"control"	"incongruent"	"correct"	0.637
41	"control"	"incongruent"	"correct"	0.618
41	"control"	"congruent"	"correct"	0.472
41	"control"	"incongruent"	"correct"	0.765
41	"control"	"congruent"	"correct"	0.476
41	"control"	"congruent"	"correct"	0.518
41	"control"	"incongruent"	"correct"	0.563
41	"control"	"congruent"	"correct"	0.424
41	"control"	"incongruent"	"correct"	0.625
41	"control"	"incongruent"	"correct"	0.6
41	"control"	"congruent"	"correct"	0.428
41	"control"	"incongruent"	"correct"	0.704
41	"control"	"congruent"	"correct"	0.424
41	"control"	"congruent"	"correct"	0.368
41	"control"	"incongruent"	"correct"	0.721
41	"control"	"incongruent"	"correct"	0.771
41	"control"	"congruent"	"correct"	0.641
41	"control"	"congruent"	"correct"	0.537
41	"control"	"incongruent"	"correct"	0.64
41	"control"	"incongruent"	"correct"	0.628
41	"control"	"incongruent"	"correct"	0.824
41	"control"	"congruent"	"correct"	0.5
41	"control"	"congruent"	"correct"	0.478
41	"control"	"incongruent"	"correct"	0.512
41	"control"	"congruent"	"correct"	0.43
41	"control"	"congruent"	"correct"	0.46
41	"control"	"incongruent"	"correct"	0.657
41	"control"	"incongruent"	"correct"	0.696
41	"control"	"incongruent"	"correct"	0.646
41	"control"	"congruent"	"correct"	0.453
41	"control"	"congruent"	"correct"	0.526
41	"control"	"congruent"	"correct"	0.463
41	"control"	"incongruent"	"correct"	0.6
41	"control"	"incongruent"	"correct"	0.811
41	"control"	"congruent"	"correct"	0.419
41	"control"	"congruent"	"correct"	0.442
41	"control"	"incongruent"	"correct"	0.575
41	"control"	"incongruent"	"correct"	0.653
41	"control"	"congruent"	"correct"	0.419
41	"control"	"incongruent"	"correct"	0.714
41	"control"	"congruent"	"correct"	0.431
41	"control"	"congruent"	"correct"	0.386
41	"control"	"incongruent"	"correct"	0.564
41	"control"	"congruent"	"correct"	0.452
41	"control"	"incongruent"	"correct"	0.607
41	"control"	"incongruent"	"correct"	0.528
41	"control"	"congruent"	"correct"	0.41
41	"control"	"incongruent"	"correct"	0.541
41	"control"	"congruent"	"correct"	0.462
41	"control"	"incongruent"	"incorrect"	0.4
41	"control"	"congruent"	"correct"	0.525
41	"control"	"incongruent"	"correct"	0.8
41	"control"	"congruent"	"correct"	0.567
41	"control"	"congruent"	"correct"	0.518
41	"control"	"incongruent"	"correct"	0.792
41	"control"	"incongruent"	"correct"	0.645
41	"control"	"incongruent"	"correct"	0.6
41	"control"	"congruent"	"correct"	0.507
41	"control"	"congruent"	"correct"	0.462
41	"control"	"congruent"	"correct"	0.446
41	"control"	"incongruent"	"correct"	0.591
41	"control"	"congruent"	"correct"	0.445
41	"control"	"incongruent"	"correct"	0.688
41	"control"	"incongruent"	"correct"	0.724
41	"control"	"congruent"	"correct"	0.502
41	"control"	"congruent"	"correct"	0.504
41	"control"	"incongruent"	"correct"	0.617
41	"control"	"congruent"	"correct"	0.474
41	"control"	"incongruent"	"correct"	0.696
41	"control"	"congruent"	"correct"	0.506
41	"control"	"incongruent"	"correct"	0.728
41	"control"	"congruent"	"correct"	0.588
41	"control"	"congruent"	"correct"	0.491
41	"control"	"incongruent"	"correct"	0.67
41	"control"	"incongruent"	"correct"	0.579
41	"control"	"congruent"	"correct"	0.46
41	"control"	"incongruent"	"correct"	0.513
41	"control"	"incongruent"	"correct"	0.59
41	"control"	"congruent"	"correct"	0.472
41	"control"	"congruent"	"correct"	0.478
41	"control"	"incongruent"	"correct"	0.758
41	"control"	"congruent"	"correct"	0.577
41	"control"	"incongruent"	"correct"	0.671
41	"control"	"congruent"	"correct"	0.479
41	"control"	"incongruent"	"correct"	0.529
41	"control"	"congruent"	"correct"	0.581
41	"control"	"incongruent"	"correct"	0.584
12	"test"	"incongruent"	"correct"	1.023
12	"test"	"congruent"	"correct"	0.819
12	"test"	"congruent"	"correct"	0.524
12	"test"	"incongruent"	"correct"	0.71
12	"test"	"incongruent"	"correct"	0.941
12	"test"	"congruent"	"correct"	0.573
12	"test"	"congruent"	"correct"	0.638
12	"test"	"incongruent"	"correct"	0.818
12	"test"	"incongruent"	"correct"	0.993
12	"test"	"congruent"	"correct"	0.694
12	"test"	"incongruent"	"correct"	0.684
12	"test"	"congruent"	"correct"	0.549
12	"test"	"incongruent"	"correct"	0.574
12	"test"	"incongruent"	"correct"	0.671
12	"test"	"congruent"	"correct"	0.769
12	"test"	"congruent"	"correct"	0.627
12	"test"	"congruent"	"correct"	0.598
12	"test"	"incongruent"	"correct"	0.716
12	"test"	"incongruent"	"correct"	0.823
12	"test"	"congruent"	"correct"	0.616
12	"test"	"incongruent"	"correct"	0.824
12	"test"	"congruent"	"correct"	0.674
12	"test"	"incongruent"	"correct"	0.694
12	"test"	"congruent"	"correct"	0.56
12	"test"	"congruent"	"correct"	0.659
12	"test"	"incongruent"	"correct"	1.372
12	"test"	"incongruent"	"correct"	0.849
12	"test"	"congruent"	"correct"	0.768
12	"test"	"incongruent"	"correct"	0.619
12	"test"	"congruent"	"correct"	0.833
12	"test"	"congruent"	"correct"	0.609
12	"test"	"incongruent"	"correct"	0.771
12	"test"	"congruent"	"correct"	0.653
12	"test"	"congruent"	"correct"	0.605
12	"test"	"incongruent"	"correct"	1.043
12	"test"	"incongruent"	"correct"	0.765
12	"test"	"congruent"	"correct"	0.528
12	"test"	"incongruent"	"correct"	0.74
12	"test"	"incongruent"	"correct"	0.801
12	"test"	"congruent"	"correct"	0.654
12	"test"	"incongruent"	"correct"	0.777
12	"test"	"congruent"	"correct"	0.588
12	"test"	"congruent"	"correct"	0.586
12	"test"	"incongruent"	"correct"	0.61
12	"test"	"incongruent"	"correct"	0.746
12	"test"	"congruent"	"correct"	0.592
12	"test"	"incongruent"	"correct"	0.739
12	"test"	"congruent"	"correct"	0.838
12	"test"	"incongruent"	"correct"	0.93
12	"test"	"congruent"	"correct"	0.626
12	"test"	"congruent"	"correct"	0.547
12	"test"	"incongruent"	"correct"	0.752
12	"test"	"congruent"	"correct"	0.625
12	"test"	"incongruent"	"correct"	0.894
12	"test"	"incongruent"	"incorrect"	0.822
12	"test"	"congruent"	"correct"	0.7
12	"test"	"incongruent"	"correct"	1.212
12	"test"	"congruent"	"correct"	0.623
12	"test"	"incongruent"	"correct"	0.912
12	"test"	"congruent"	"correct"	0.748
12	"test"	"congruent"	"correct"	0.839
12	"test"	"incongruent"	"correct"	0.929
12	"test"	"congruent"	"correct"	0.816
12	"test"	"incongruent"	"correct"	1.277
12	"test"	"congruent"	"correct"	0.724
12	"test"	"incongruent"	"correct"	1.375
12	"test"	"congruent"	"correct"	0.941
12	"test"	"incongruent"	"correct"	1.149
12	"test"	"incongruent"	"correct"	0.855
12	"test"	"incongruent"	"correct"	0.868
12	"test"	"congruent"	"correct"	0.706
12	"test"	"congruent"	"correct"	0.851
12	"test"	"incongruent"	"correct"	0.958
12	"test"	"congruent"	"correct"	0.731
12	"test"	"congruent"	"correct"	0.503
12	"test"	"incongruent"	"correct"	0.989
12	"test"	"congruent"	"correct"	0.852
12	"test"	"incongruent"	"correct"	1.187
12	"test"	"incongruent"	"correct"	0.967
12	"test"	"congruent"	"correct"	0.942
12	"test"	"incongruent"	"correct"	0.956
12	"test"	"congruent"	"correct"	0.889
12	"test"	"incongruent"	"correct"	0.643
12	"test"	"congruent"	"correct"	0.654
12	"test"	"incongruent"	"correct"	0.762
12	"test"	"congruent"	"correct"	0.537
12	"test"	"incongruent"	"correct"	0.9
12	"test"	"congruent"	"correct"	0.54
12	"test"	"congruent"	"correct"	0.689
12	"test"	"incongruent"	"correct"	0.929
12	"test"	"incongruent"	"correct"	0.713
12	"test"	"congruent"	"correct"	0.605
12	"test"	"incongruent"	"correct"	0.573
12	"test"	"incongruent"	"correct"	0.828
12	"test"	"congruent"	"correct"	0.665
12	"test"	"congruent"	"correct"	0.61
22	"control"	"incongruent"	"correct"	0.843
22	"control"	"congruent"	"correct"	0.522
22	"control"	"incongruent"	"correct"	0.708
22	"control"	"congruent"	"correct"	0.451
22	"control"	"congruent"	"correct"	0.528
22	"control"	"incongruent"	"correct"	0.531
22	"control"	"incongruent"	"correct"	0.512
22	"control"	"congruent"	"correct"	0.436
22	"control"	"congruent"	"correct"	0.476
22	"control"	"congruent"	"correct"	0.379
22	"control"	"incongruent"	"correct"	0.619
22	"control"	"incongruent"	"correct"	0.427
22	"control"	"congruent"	"correct"	0.432
22	"control"	"incongruent"	"correct"	0.602
22	"control"	"incongruent"	"correct"	0.589
22	"control"	"congruent"	"correct"	0.459
22	"control"	"incongruent"	"correct"	0.501
22	"control"	"incongruent"	"correct"	0.617
22	"control"	"congruent"	"correct"	0.426
22	"control"	"congruent"	"correct"	0.378
22	"control"	"congruent"	"correct"	0.419
22	"control"	"incongruent"	"incorrect"	0.368
22	"control"	"incongruent"	"correct"	0.73
22	"control"	"congruent"	"correct"	0.515
22	"control"	"congruent"	"correct"	0.579
22	"control"	"incongruent"	"correct"	0.632
22	"control"	"congruent"	"correct"	0.477
22	"control"	"incongruent"	"correct"	0.552
22	"control"	"incongruent"	"correct"	0.535
22	"control"	"incongruent"	"correct"	0.556
22	"control"	"congruent"	"correct"	0.49
22	"control"	"congruent"	"correct"	0.463
22	"control"	"incongruent"	"correct"	0.593
22	"control"	"congruent"	"correct"	0.403
22	"control"	"incongruent"	"correct"	0.572
22	"control"	"congruent"	"correct"	0.462
22	"control"	"incongruent"	"correct"	0.579
22	"control"	"congruent"	"correct"	0.539
22	"control"	"congruent"	"correct"	0.421
22	"control"	"incongruent"	"correct"	0.534
22	"control"	"congruent"	"correct"	0.457
22	"control"	"incongruent"	"correct"	0.536
22	"control"	"congruent"	"correct"	0.652
22	"control"	"incongruent"	"correct"	0.505
22	"control"	"congruent"	"correct"	0.575
22	"control"	"incongruent"	"correct"	0.552
22	"control"	"incongruent"	"correct"	0.575
22	"control"	"congruent"	"correct"	0.455
22	"control"	"incongruent"	"correct"	0.567
22	"control"	"incongruent"	"correct"	0.522
22	"control"	"congruent"	"correct"	0.48
22	"control"	"congruent"	"correct"	0.502
22	"control"	"incongruent"	"correct"	0.495
22	"control"	"congruent"	"correct"	0.458
22	"control"	"incongruent"	"correct"	0.612
22	"control"	"congruent"	"correct"	0.522
22	"control"	"incongruent"	"correct"	0.513
22	"control"	"congruent"	"correct"	0.484
22	"control"	"incongruent"	"correct"	0.462
22	"control"	"congruent"	"correct"	0.5
22	"control"	"congruent"	"correct"	0.496
22	"control"	"congruent"	"correct"	0.422
22	"control"	"incongruent"	"correct"	0.521
22	"control"	"incongruent"	"correct"	0.482
22	"control"	"incongruent"	"correct"	0.55
22	"control"	"incongruent"	"correct"	0.515
22	"control"	"congruent"	"correct"	0.46
22	"control"	"congruent"	"correct"	0.485
22	"control"	"congruent"	"correct"	0.452
22	"control"	"congruent"	"correct"	0.471
22	"control"	"incongruent"	"correct"	0.465
22	"control"	"incongruent"	"correct"	0.531
22	"control"	"incongruent"	"correct"	0.668
22	"control"	"congruent"	"correct"	0.447
22	"control"	"congruent"	"correct"	0.483
22	"control"	"incongruent"	"correct"	0.539
22	"control"	"congruent"	"correct"	0.449
22	"control"	"congruent"	"correct"	0.439
22	"control"	"incongruent"	"correct"	0.481
22	"control"	"incongruent"	"correct"	0.64
22	"control"	"incongruent"	"correct"	0.636
22	"control"	"congruent"	"correct"	0.474
22	"control"	"incongruent"	"correct"	0.532
22	"control"	"congruent"	"correct"	0.48
22	"control"	"incongruent"	"correct"	0.511
22	"control"	"congruent"	"correct"	0.422
22	"control"	"incongruent"	"correct"	0.602
22	"control"	"congruent"	"correct"	0.47
22	"control"	"incongruent"	"correct"	0.609
22	"control"	"incongruent"	"correct"	0.793
22	"control"	"congruent"	"correct"	0.548
22	"control"	"congruent"	"correct"	0.585
22	"control"	"incongruent"	"correct"	0.796
22	"control"	"incongruent"	"correct"	0.565
22	"control"	"congruent"	"correct"	0.498
22	"control"	"congruent"	"correct"	0.416
42	"control"	"congruent"	"correct"	0.532
42	"control"	"congruent"	"correct"	0.296
42	"control"	"incongruent"	"correct"	0.473
42	"control"	"incongruent"	"incorrect"	0.36
42	"control"	"incongruent"	"incorrect"	0.283
42	"control"	"congruent"	"correct"	0.538
42	"control"	"incongruent"	"correct"	0.563
42	"control"	"congruent"	"correct"	0.299
42	"control"	"incongruent"	"correct"	0.554
42	"control"	"incongruent"	"incorrect"	0.385
42	"control"	"congruent"	"incorrect"	0.31
42	"control"	"congruent"	"correct"	0.331
42	"control"	"congruent"	"correct"	0.357
42	"control"	"congruent"	"correct"	0.467
42	"control"	"incongruent"	"correct"	0.395
42	"control"	"incongruent"	"correct"	0.364
42	"control"	"congruent"	"correct"	0.415
42	"control"	"incongruent"	"incorrect"	0.623
42	"control"	"congruent"	"correct"	0.291
42	"control"	"incongruent"	"correct"	0.373
42	"control"	"congruent"	"correct"	0.418
42	"control"	"incongruent"	"correct"	0.244
42	"control"	"congruent"	"correct"	0.527
42	"control"	"incongruent"	"correct"	0.498
42	"control"	"congruent"	"correct"	0.443
42	"control"	"congruent"	"correct"	0.346
42	"control"	"incongruent"	"incorrect"	0.409
42	"control"	"incongruent"	"correct"	0.537
42	"control"	"incongruent"	"correct"	0.433
42	"control"	"congruent"	"correct"	0.389
42	"control"	"congruent"	"correct"	0.438
42	"control"	"incongruent"	"correct"	0.796
42	"control"	"congruent"	"correct"	0.353
42	"control"	"congruent"	"correct"	0.386
42	"control"	"incongruent"	"incorrect"	0.386
42	"control"	"incongruent"	"correct"	0.452
42	"control"	"incongruent"	"correct"	0.648
42	"control"	"incongruent"	"correct"	0.549
42	"control"	"congruent"	"correct"	0.376
42	"control"	"congruent"	"correct"	0.382
42	"control"	"congruent"	"correct"	0.526
42	"control"	"incongruent"	"correct"	0.515
42	"control"	"incongruent"	"correct"	0.582
42	"control"	"congruent"	"correct"	0.594
42	"control"	"congruent"	"correct"	0.497
42	"control"	"incongruent"	"correct"	0.425
42	"control"	"incongruent"	"correct"	0.762
42	"control"	"congruent"	"correct"	0.498
42	"control"	"incongruent"	"correct"	0.576
42	"control"	"incongruent"	"correct"	0.588
42	"control"	"congruent"	"correct"	0.468
42	"control"	"congruent"	"correct"	0.329
42	"control"	"incongruent"	"incorrect"	0.415
42	"control"	"congruent"	"correct"	0.622
42	"control"	"incongruent"	"correct"	0.615
42	"control"	"congruent"	"correct"	0.452
42	"control"	"congruent"	"correct"	0.447
42	"control"	"incongruent"	"incorrect"	0.361
42	"control"	"congruent"	"correct"	0.667
42	"control"	"incongruent"	"correct"	0.521
42	"control"	"incongruent"	"correct"	0.419
42	"control"	"congruent"	"correct"	0.435
42	"control"	"incongruent"	"incorrect"	0.439
42	"control"	"congruent"	"correct"	0.718
42	"control"	"congruent"	"correct"	0.79
42	"control"	"incongruent"	"correct"	0.679
42	"control"	"incongruent"	"correct"	0.795
42	"control"	"congruent"	"correct"	0.502
42	"control"	"congruent"	"correct"	0.378
42	"control"	"incongruent"	"correct"	0.521
42	"control"	"incongruent"	"correct"	0.559
42	"control"	"congruent"	"correct"	0.338
42	"control"	"incongruent"	"correct"	0.728
42	"control"	"congruent"	"incorrect"	0.282
42	"control"	"incongruent"	"correct"	0.559
42	"control"	"congruent"	"correct"	0.572
42	"control"	"incongruent"	"correct"	0.658
42	"control"	"congruent"	"correct"	0.438
42	"control"	"congruent"	"correct"	0.435
